,speed1,speed2,speed3,speed4,speed5,speed6,ScenarioID,road,reward,scenario,strategy
4_scenario_11|road1|dto|rain_day|greedy,6.696,6.821,6.577,5.945,5.239,4.599,4_scenario_11,road1,dto,rain_day,greedy
4_scenario_12|road1|dto|rain_day|greedy,4.345,4.101,3.84,3.458,3.577,3.006,4_scenario_12,road1,dto,rain_day,greedy
4_scenario_13|road1|dto|rain_day|greedy,2.632,2.465,2.644,2.43,2.221,2.001,4_scenario_13,road1,dto,rain_day,greedy
4_scenario_14|road1|dto|rain_day|greedy,1.752,1.428,1.241,1.379,1.009,1.928,4_scenario_14,road1,dto,rain_day,greedy
4_scenario_15|road1|dto|rain_day|greedy,1.639,1.376,1.141,0.894,1.05,0.986,4_scenario_15,road1,dto,rain_day,greedy
4_scenario_16|road1|dto|rain_day|greedy,0.783,1.552,0.002,0.971,0.85,0.001,4_scenario_16,road1,dto,rain_day,greedy
4_scenario_2|road1|dto|rain_day|greedy,8.921,7.696,6.813,7.008,5.909,5.094,4_scenario_2,road1,dto,rain_day,greedy
4_scenario_3|road1|dto|rain_day|greedy,5.19,5.583,5.74,5.976,6.118,4.934,4_scenario_3,road1,dto,rain_day,greedy
4_scenario_4|road1|dto|rain_day|greedy,3.579,2.822,2.373,1.843,3.796,5.366,4_scenario_4,road1,dto,rain_day,greedy
4_scenario_5|road1|dto|rain_day|greedy,6.555,5.787,6.104,4.881,6.786,7.966,4_scenario_5,road1,dto,rain_day,greedy
4_scenario_6|road1|dto|rain_day|greedy,8.254,7.46,7.726,8.49,8.92,9.027,4_scenario_6,road1,dto,rain_day,greedy
4_scenario_7|road1|dto|rain_day|greedy,9.13,9.27,9.523,9.761,9.993,10.084,4_scenario_7,road1,dto,rain_day,greedy
4_scenario_8|road1|dto|rain_day|greedy,9.595,9.353,6.941,5.284,3.76,5.147,4_scenario_8,road1,dto,rain_day,greedy
4_scenario_9|road1|dto|rain_day|greedy,7.062,6.023,5.01,4.439,3.889,3.645,4_scenario_9,road1,dto,rain_day,greedy
5_scenario_0|road1|dto|rain_day|greedy,0.25,1.452,3.74,5.685,4.99,4.213,5_scenario_0,road1,dto,rain_day,greedy
5_scenario_1|road1|dto|rain_day|greedy,3.605,4.053,3.798,3.569,3.661,3.606,5_scenario_1,road1,dto,rain_day,greedy
5_scenario_10|road1|dto|rain_day|greedy,9.036,9.151,8.038,8.176,7.4,5.974,5_scenario_10,road1,dto,rain_day,greedy
5_scenario_11|road1|dto|rain_day|greedy,6.568,6.822,6.588,6.017,5.082,5.424,5_scenario_11,road1,dto,rain_day,greedy
5_scenario_12|road1|dto|rain_day|greedy,5.58,4.561,4.728,3.908,3.625,2.968,5_scenario_12,road1,dto,rain_day,greedy
5_scenario_13|road1|dto|rain_day|greedy,3.139,2.676,3.302,2.293,2.788,2.311,5_scenario_13,road1,dto,rain_day,greedy
5_scenario_14|road1|dto|rain_day|greedy,1.905,1.665,1.427,1.55,1.373,1.512,5_scenario_14,road1,dto,rain_day,greedy
5_scenario_15|road1|dto|rain_day|greedy,1.299,1.047,0.814,0.924,1.178,0.957,5_scenario_15,road1,dto,rain_day,greedy
5_scenario_2|road1|dto|rain_day|greedy,3.985,6.172,5.932,6.548,6.696,7.504,5_scenario_2,road1,dto,rain_day,greedy
5_scenario_3|road1|dto|rain_day|greedy,7.0,6.668,7.803,7.936,8.114,7.99,5_scenario_3,road1,dto,rain_day,greedy
5_scenario_4|road1|dto|rain_day|greedy,7.939,7.269,6.815,6.505,6.265,5.983,5_scenario_4,road1,dto,rain_day,greedy
5_scenario_5|road1|dto|rain_day|greedy,6.028,7.286,4.968,6.227,6.741,8.245,5_scenario_5,road1,dto,rain_day,greedy
5_scenario_6|road1|dto|rain_day|greedy,8.73,8.843,6.263,4.743,4.004,5.53,5_scenario_6,road1,dto,rain_day,greedy
5_scenario_7|road1|dto|rain_day|greedy,5.135,5.274,6.819,6.726,6.563,7.195,5_scenario_7,road1,dto,rain_day,greedy
5_scenario_8|road1|dto|rain_day|greedy,7.402,6.907,6.201,7.813,7.944,8.174,5_scenario_8,road1,dto,rain_day,greedy
5_scenario_9|road1|dto|rain_day|greedy,8.317,8.434,5.972,6.146,7.851,8.317,5_scenario_9,road1,dto,rain_day,greedy
6_scenario_0|road1|dto|rain_day|greedy,0.267,1.759,3.936,5.847,7.19,7.975,6_scenario_0,road1,dto,rain_day,greedy
6_scenario_1|road1|dto|rain_day|greedy,8.713,8.82,7.834,7.198,6.584,6.329,6_scenario_1,road1,dto,rain_day,greedy
6_scenario_10|road1|dto|rain_day|greedy,5.948,5.383,4.886,4.8,4.917,4.19,6_scenario_10,road1,dto,rain_day,greedy
6_scenario_11|road1|dto|rain_day|greedy,3.151,1.778,1.879,3.31,3.109,2.767,6_scenario_11,road1,dto,rain_day,greedy
6_scenario_12|road1|dto|rain_day|greedy,2.924,2.268,2.044,1.899,2.185,2.183,6_scenario_12,road1,dto,rain_day,greedy
6_scenario_13|road1|dto|rain_day|greedy,1.761,1.473,1.274,1.413,1.592,1.367,6_scenario_13,road1,dto,rain_day,greedy
6_scenario_14|road1|dto|rain_day|greedy,1.078,0.825,0.001,1.336,1.127,0.847,6_scenario_14,road1,dto,rain_day,greedy
6_scenario_2|road1|dto|rain_day|greedy,6.493,6.17,6.705,7.471,7.805,7.919,6_scenario_2,road1,dto,rain_day,greedy
6_scenario_3|road1|dto|rain_day|greedy,7.642,7.12,6.319,6.368,6.179,6.313,6_scenario_3,road1,dto,rain_day,greedy
6_scenario_4|road1|dto|rain_day|greedy,6.216,7.41,6.856,4.807,3.966,5.345,6_scenario_4,road1,dto,rain_day,greedy
6_scenario_5|road1|dto|rain_day|greedy,6.716,6.977,5.388,5.442,5.577,7.046,6_scenario_5,road1,dto,rain_day,greedy
6_scenario_6|road1|dto|rain_day|greedy,7.849,7.964,8.068,8.204,9.365,8.997,6_scenario_6,road1,dto,rain_day,greedy
6_scenario_7|road1|dto|rain_day|greedy,9.1,9.199,9.449,9.69,10.012,10.098,6_scenario_7,road1,dto,rain_day,greedy
6_scenario_8|road1|dto|rain_day|greedy,10.194,10.28,10.369,9.861,8.794,8.921,6_scenario_8,road1,dto,rain_day,greedy
6_scenario_9|road1|dto|rain_day|greedy,9.019,8.682,8.139,7.458,6.737,6.209,6_scenario_9,road1,dto,rain_day,greedy
7_scenario_0|road1|dto|rain_day|greedy,0.262,1.551,3.82,4.977,6.504,7.122,7_scenario_0,road1,dto,rain_day,greedy
7_scenario_1|road1|dto|rain_day|greedy,8.003,8.27,7.498,8.325,8.611,8.718,7_scenario_1,road1,dto,rain_day,greedy
7_scenario_10|road1|dto|rain_day|greedy,5.757,6.998,7.612,8.718,7.856,7.574,7_scenario_10,road1,dto,rain_day,greedy
7_scenario_11|road1|dto|rain_day|greedy,6.978,6.103,4.957,4.916,5.052,5.22,7_scenario_11,road1,dto,rain_day,greedy
7_scenario_12|road1|dto|rain_day|greedy,5.04,4.273,4.08,3.898,3.813,3.559,7_scenario_12,road1,dto,rain_day,greedy
7_scenario_13|road1|dto|rain_day|greedy,3.195,2.356,2.108,2.264,2.202,2.013,7_scenario_13,road1,dto,rain_day,greedy
7_scenario_14|road1|dto|rain_day|greedy,1.788,1.482,1.246,1.014,1.138,1.532,7_scenario_14,road1,dto,rain_day,greedy
7_scenario_2|road1|dto|rain_day|greedy,8.871,7.741,7.859,7.985,8.124,7.849,7_scenario_2,road1,dto,rain_day,greedy
7_scenario_3|road1|dto|rain_day|greedy,7.875,7.194,6.546,6.246,6.358,6.096,7_scenario_3,road1,dto,rain_day,greedy
7_scenario_4|road1|dto|rain_day|greedy,6.274,7.584,4.721,5.563,6.713,6.839,7_scenario_4,road1,dto,rain_day,greedy
7_scenario_5|road1|dto|rain_day|greedy,7.029,7.163,7.293,7.393,7.527,8.417,7_scenario_5,road1,dto,rain_day,greedy
7_scenario_6|road1|dto|rain_day|greedy,9.278,8.911,6.778,4.274,3.242,3.303,7_scenario_6,road1,dto,rain_day,greedy
7_scenario_7|road1|dto|rain_day|greedy,2.179,1.733,3.968,5.623,6.921,7.047,7_scenario_7,road1,dto,rain_day,greedy
7_scenario_8|road1|dto|rain_day|greedy,7.171,6.286,5.506,6.924,7.081,5.343,7_scenario_8,road1,dto,rain_day,greedy
7_scenario_9|road1|dto|rain_day|greedy,6.828,7.415,5.707,7.135,5.468,7.319,7_scenario_9,road1,dto,rain_day,greedy
8_scenario_0|road1|dto|rain_day|greedy,0.25,0.02,1.706,3.805,5.059,6.53,8_scenario_0,road1,dto,rain_day,greedy
8_scenario_1|road1|dto|rain_day|greedy,7.392,8.382,8.761,8.87,8.974,9.119,8_scenario_1,road1,dto,rain_day,greedy
8_scenario_10|road1|dto|rain_day|greedy,3.976,3.025,1.989,1.704,1.271,3.293,8_scenario_10,road1,dto,rain_day,greedy
8_scenario_11|road1|dto|rain_day|greedy,2.37,2.975,5.214,4.636,4.104,3.102,8_scenario_11,road1,dto,rain_day,greedy
8_scenario_12|road1|dto|rain_day|greedy,3.989,3.734,3.423,3.056,2.78,2.518,8_scenario_12,road1,dto,rain_day,greedy
8_scenario_13|road1|dto|rain_day|greedy,2.23,1.966,2.551,2.07,1.6,1.452,8_scenario_13,road1,dto,rain_day,greedy
8_scenario_14|road1|dto|rain_day|greedy,1.722,1.463,1.227,0.992,1.332,1.148,8_scenario_14,road1,dto,rain_day,greedy
8_scenario_15|road1|dto|rain_day|greedy,1.507,1.198,0.886,0.008,1.265,0.001,8_scenario_15,road1,dto,rain_day,greedy
8_scenario_2|road1|dto|rain_day|greedy,9.234,9.489,9.703,10.016,10.113,10.204,8_scenario_2,road1,dto,rain_day,greedy
8_scenario_3|road1|dto|rain_day|greedy,7.843,7.195,6.548,5.962,5.698,5.882,8_scenario_3,road1,dto,rain_day,greedy
8_scenario_4|road1|dto|rain_day|greedy,6.084,7.505,6.636,6.717,7.779,8.171,8_scenario_4,road1,dto,rain_day,greedy
8_scenario_5|road1|dto|rain_day|greedy,9.065,9.169,7.188,5.562,5.756,6.07,8_scenario_5,road1,dto,rain_day,greedy
8_scenario_6|road1|dto|rain_day|greedy,7.571,6.6,5.148,3.197,4.201,5.442,8_scenario_6,road1,dto,rain_day,greedy
8_scenario_7|road1|dto|rain_day|greedy,6.569,6.715,8.367,8.84,8.944,9.038,8_scenario_7,road1,dto,rain_day,greedy
8_scenario_8|road1|dto|rain_day|greedy,9.141,9.264,9.524,9.783,9.203,8.042,8_scenario_8,road1,dto,rain_day,greedy
8_scenario_9|road1|dto|rain_day|greedy,8.149,8.502,8.633,8.415,5.969,4.947,8_scenario_9,road1,dto,rain_day,greedy
9_scenario_0|road1|dto|rain_day|greedy,0.25,1.415,3.693,5.405,6.578,6.769,9_scenario_0,road1,dto,rain_day,greedy
9_scenario_1|road1|dto|rain_day|greedy,7.22,8.172,9.028,9.128,9.245,9.502,9_scenario_1,road1,dto,rain_day,greedy
9_scenario_10|road1|dto|rain_day|greedy,3.853,2.657,3.142,2.862,2.575,2.325,9_scenario_10,road1,dto,rain_day,greedy
9_scenario_11|road1|dto|rain_day|greedy,2.307,1.583,1.392,1.181,1.336,1.129,9_scenario_11,road1,dto,rain_day,greedy
9_scenario_12|road1|dto|rain_day|greedy,0.887,0.753,0.799,0.023,0.926,0.01,9_scenario_12,road1,dto,rain_day,greedy
9_scenario_13|road1|dto|rain_day|greedy,1.026,0.791,0.001,0.003,0.0,0.0,9_scenario_13,road1,dto,rain_day,greedy
9_scenario_2|road1|dto|rain_day|greedy,9.753,10.021,10.112,10.199,10.285,8.941,9_scenario_2,road1,dto,rain_day,greedy
9_scenario_3|road1|dto|rain_day|greedy,8.167,7.386,6.673,6.083,5.923,6.11,9_scenario_3,road1,dto,rain_day,greedy
9_scenario_4|road1|dto|rain_day|greedy,6.226,4.987,7.189,7.945,8.065,8.186,9_scenario_4,road1,dto,rain_day,greedy
9_scenario_5|road1|dto|rain_day|greedy,9.123,9.242,9.5,9.753,9.997,10.084,9_scenario_5,road1,dto,rain_day,greedy
9_scenario_6|road1|dto|rain_day|greedy,10.17,10.258,10.343,10.432,10.516,10.603,9_scenario_6,road1,dto,rain_day,greedy
9_scenario_7|road1|dto|rain_day|greedy,10.684,10.768,10.143,9.42,8.124,9.071,9_scenario_7,road1,dto,rain_day,greedy
9_scenario_8|road1|dto|rain_day|greedy,6.518,6.709,8.132,8.764,8.879,8.989,9_scenario_8,road1,dto,rain_day,greedy
9_scenario_9|road1|dto|rain_day|greedy,9.157,7.733,6.537,5.664,4.965,4.443,9_scenario_9,road1,dto,rain_day,greedy
0_scenario_0|road1|dto|rain_night|greedy,0.25,1.46,3.784,5.11,6.565,7.901,0_scenario_0,road1,dto,rain_night,greedy
0_scenario_1|road1|dto|rain_night|greedy,0.333,2.079,3.994,5.303,6.469,8.106,0_scenario_1,road1,dto,rain_night,greedy
0_scenario_10|road1|dto|rain_night|greedy,7.568,6.55,5.812,4.916,5.108,4.956,0_scenario_10,road1,dto,rain_night,greedy
0_scenario_11|road1|dto|rain_night|greedy,4.909,4.069,3.844,3.641,3.675,3.29,0_scenario_11,road1,dto,rain_night,greedy
0_scenario_12|road1|dto|rain_night|greedy,2.942,2.237,2.568,2.428,2.261,2.1,0_scenario_12,road1,dto,rain_night,greedy
0_scenario_13|road1|dto|rain_night|greedy,1.891,1.606,1.413,1.552,1.156,0.907,0_scenario_13,road1,dto,rain_night,greedy
0_scenario_2|road1|dto|rain_night|greedy,8.654,8.875,8.985,9.12,9.217,9.466,0_scenario_2,road1,dto,rain_night,greedy
0_scenario_3|road1|dto|rain_night|greedy,9.726,10.039,10.125,10.312,10.397,8.026,0_scenario_3,road1,dto,rain_night,greedy
0_scenario_4|road1|dto|rain_night|greedy,7.32,7.016,6.26,5.411,5.625,6.342,0_scenario_4,road1,dto,rain_night,greedy
0_scenario_5|road1|dto|rain_night|greedy,4.297,5.491,6.942,8.475,8.8,8.906,0_scenario_5,road1,dto,rain_night,greedy
0_scenario_6|road1|dto|rain_night|greedy,9.007,9.111,9.222,9.48,9.732,10.048,0_scenario_6,road1,dto,rain_night,greedy
0_scenario_7|road1|dto|rain_night|greedy,10.136,7.676,7.995,8.22,8.886,6.444,0_scenario_7,road1,dto,rain_night,greedy
0_scenario_8|road1|dto|rain_night|greedy,8.094,8.271,7.534,7.487,8.318,9.621,0_scenario_8,road1,dto,rain_night,greedy
0_scenario_9|road1|dto|rain_night|greedy,8.446,9.591,7.791,7.406,7.869,7.985,0_scenario_9,road1,dto,rain_night,greedy
10_scenario_0|road1|dto|rain_night|greedy,0.25,0.02,0.0,0.0,0.0,0.0,10_scenario_0,road1,dto,rain_night,greedy
10_scenario_1|road1|dto|rain_night|greedy,0.0,0.0,0.0,0.0,0.0,0.0,10_scenario_1,road1,dto,rain_night,greedy
10_scenario_2|road1|dto|rain_night|greedy,0.0,0.0,0.0,0.0,0.0,0.0,10_scenario_2,road1,dto,rain_night,greedy
10_scenario_3|road1|dto|rain_night|greedy,0.0,0.0,0.0,0.0,0.0,0.0,10_scenario_3,road1,dto,rain_night,greedy
10_scenario_4|road1|dto|rain_night|greedy,0.0,0.0,0.0,0.0,0.0,0.0,10_scenario_4,road1,dto,rain_night,greedy
10_scenario_5|road1|dto|rain_night|greedy,0.0,0.0,0.0,0.0,0.0,0.0,10_scenario_5,road1,dto,rain_night,greedy
10_scenario_6|road1|dto|rain_night|greedy,0.0,0.0,0.0,0.0,0.0,0.0,10_scenario_6,road1,dto,rain_night,greedy
10_scenario_7|road1|dto|rain_night|greedy,0.0,0.0,0.0,0.0,0.0,0.0,10_scenario_7,road1,dto,rain_night,greedy
11_scenario_0|road1|dto|rain_night|greedy,0.25,0.02,0.0,0.0,0.0,0.0,11_scenario_0,road1,dto,rain_night,greedy
11_scenario_1|road1|dto|rain_night|greedy,0.0,0.0,0.0,0.0,0.0,0.0,11_scenario_1,road1,dto,rain_night,greedy
11_scenario_2|road1|dto|rain_night|greedy,0.0,0.0,0.0,0.0,0.0,0.0,11_scenario_2,road1,dto,rain_night,greedy
11_scenario_3|road1|dto|rain_night|greedy,0.0,0.0,0.0,0.0,0.0,0.0,11_scenario_3,road1,dto,rain_night,greedy
11_scenario_4|road1|dto|rain_night|greedy,0.0,0.0,0.0,0.0,0.0,0.0,11_scenario_4,road1,dto,rain_night,greedy
12_scenario_0|road1|dto|rain_night|greedy,0.25,0.02,1.776,3.825,5.07,6.147,12_scenario_0,road1,dto,rain_night,greedy
12_scenario_1|road1|dto|rain_night|greedy,7.745,8.535,8.656,8.409,7.477,6.827,12_scenario_1,road1,dto,rain_night,greedy
12_scenario_10|road1|dto|rain_night|greedy,4.782,3.778,5.614,6.431,6.135,5.865,12_scenario_10,road1,dto,rain_night,greedy
12_scenario_11|road1|dto|rain_night|greedy,5.636,4.863,4.684,4.446,4.253,3.283,12_scenario_11,road1,dto,rain_night,greedy
12_scenario_12|road1|dto|rain_night|greedy,2.229,1.853,3.419,3.089,2.725,2.498,12_scenario_12,road1,dto,rain_night,greedy
12_scenario_13|road1|dto|rain_night|greedy,2.335,1.747,2.04,1.821,1.627,1.535,12_scenario_13,road1,dto,rain_night,greedy
12_scenario_14|road1|dto|rain_night|greedy,1.436,1.218,0.977,1.122,1.3,1.099,12_scenario_14,road1,dto,rain_night,greedy
12_scenario_15|road1|dto|rain_night|greedy,0.911,0.002,1.046,0.907,0.001,1.442,12_scenario_15,road1,dto,rain_night,greedy
12_scenario_2|road1|dto|rain_night|greedy,6.152,5.424,6.261,5.873,6.579,7.105,12_scenario_2,road1,dto,rain_night,greedy
12_scenario_3|road1|dto|rain_night|greedy,6.134,4.926,5.186,5.533,5.818,5.947,12_scenario_3,road1,dto,rain_night,greedy
12_scenario_4|road1|dto|rain_night|greedy,6.186,6.675,6.354,6.142,6.129,6.292,12_scenario_4,road1,dto,rain_night,greedy
12_scenario_5|road1|dto|rain_night|greedy,4.3,5.626,6.216,6.701,6.879,7.001,12_scenario_5,road1,dto,rain_night,greedy
12_scenario_6|road1|dto|rain_night|greedy,7.186,7.318,6.706,5.948,6.004,6.148,12_scenario_6,road1,dto,rain_night,greedy
12_scenario_7|road1|dto|rain_night|greedy,7.835,8.364,9.244,9.501,9.738,10.029,12_scenario_7,road1,dto,rain_night,greedy
12_scenario_8|road1|dto|rain_night|greedy,10.119,10.21,10.295,10.379,10.466,10.55,12_scenario_8,road1,dto,rain_night,greedy
12_scenario_9|road1|dto|rain_night|greedy,9.788,8.689,8.726,8.785,7.279,6.023,12_scenario_9,road1,dto,rain_night,greedy
13_scenario_0|road1|dto|rain_night|greedy,0.268,1.617,3.947,5.884,6.15,7.038,13_scenario_0,road1,dto,rain_night,greedy
13_scenario_1|road1|dto|rain_night|greedy,8.234,8.425,8.787,8.9,9.086,9.188,13_scenario_1,road1,dto,rain_night,greedy
13_scenario_10|road1|dto|rain_night|greedy,5.165,4.129,3.522,2.459,2.767,2.995,13_scenario_10,road1,dto,rain_night,greedy
13_scenario_11|road1|dto|rain_night|greedy,2.764,2.254,2.647,2.441,2.213,1.995,13_scenario_11,road1,dto,rain_night,greedy
13_scenario_12|road1|dto|rain_night|greedy,1.812,1.503,1.051,0.001,0.0,1.476,13_scenario_12,road1,dto,rain_night,greedy
13_scenario_13|road1|dto|rain_night|greedy,1.335,1.052,0.555,0.001,1.416,1.147,13_scenario_13,road1,dto,rain_night,greedy
13_scenario_14|road1|dto|rain_night|greedy,0.85,0.001,1.537,1.219,0.002,0.0,13_scenario_14,road1,dto,rain_night,greedy
13_scenario_2|road1|dto|rain_night|greedy,9.427,9.675,9.972,10.091,10.178,8.187,13_scenario_2,road1,dto,rain_night,greedy
13_scenario_3|road1|dto|rain_night|greedy,7.649,7.194,6.636,5.666,5.744,5.887,13_scenario_3,road1,dto,rain_night,greedy
13_scenario_4|road1|dto|rain_night|greedy,3.847,6.087,7.095,7.17,7.95,8.081,13_scenario_4,road1,dto,rain_night,greedy
13_scenario_5|road1|dto|rain_night|greedy,8.862,8.965,9.076,9.175,9.388,9.65,13_scenario_5,road1,dto,rain_night,greedy
13_scenario_6|road1|dto|rain_night|greedy,9.884,9.985,10.074,10.165,10.251,10.335,13_scenario_6,road1,dto,rain_night,greedy
13_scenario_7|road1|dto|rain_night|greedy,7.857,6.338,7.503,7.72,7.886,8.076,13_scenario_7,road1,dto,rain_night,greedy
13_scenario_8|road1|dto|rain_night|greedy,8.2,8.403,9.054,9.156,9.191,6.875,13_scenario_8,road1,dto,rain_night,greedy
13_scenario_9|road1|dto|rain_night|greedy,8.314,7.294,6.697,5.907,5.697,5.45,13_scenario_9,road1,dto,rain_night,greedy
14_scenario_0|road1|dto|rain_night|greedy,0.25,0.042,1.866,4.02,5.866,6.622,14_scenario_0,road1,dto,rain_night,greedy
14_scenario_1|road1|dto|rain_night|greedy,7.834,8.358,6.73,4.973,3.173,1.772,14_scenario_1,road1,dto,rain_night,greedy
14_scenario_2_pedestrian|road1|dto|rain_night|greedy,0.001,1.514,1.804,2.7,3.077,4.397,14_scenario_2_pedestrian,road1,dto,rain_night,greedy
15_scenario_0|road1|dto|rain_night|greedy,0.25,1.533,3.773,3.325,2.971,3.118,15_scenario_0,road1,dto,rain_night,greedy
15_scenario_1|road1|dto|rain_night|greedy,4.848,6.587,5.862,5.252,3.302,2.46,15_scenario_1,road1,dto,rain_night,greedy
15_scenario_10|road1|dto|rain_night|greedy,8.432,9.36,9.02,9.151,8.072,8.507,15_scenario_10,road1,dto,rain_night,greedy
15_scenario_11|road1|dto|rain_night|greedy,8.616,8.307,7.628,6.648,6.782,6.472,15_scenario_11,road1,dto,rain_night,greedy
15_scenario_12|road1|dto|rain_night|greedy,5.775,4.938,5.003,4.781,4.616,3.843,15_scenario_12,road1,dto,rain_night,greedy
15_scenario_13|road1|dto|rain_night|greedy,4.114,3.34,2.924,2.865,2.713,2.485,15_scenario_13,road1,dto,rain_night,greedy
15_scenario_14|road1|dto|rain_night|greedy,2.012,1.662,1.838,1.745,1.506,1.614,15_scenario_14,road1,dto,rain_night,greedy
15_scenario_15|road1|dto|rain_night|greedy,1.881,1.644,1.33,1.084,0.942,1.137,15_scenario_15,road1,dto,rain_night,greedy
15_scenario_2|road1|dto|rain_night|greedy,1.757,1.409,1.072,0.832,0.311,2.041,15_scenario_2,road1,dto,rain_night,greedy
15_scenario_3|road1|dto|rain_night|greedy,4.218,5.744,5.829,5.667,5.811,5.722,15_scenario_3,road1,dto,rain_night,greedy
15_scenario_4|road1|dto|rain_night|greedy,7.353,6.68,7.163,6.737,7.147,7.278,15_scenario_4,road1,dto,rain_night,greedy
15_scenario_5|road1|dto|rain_night|greedy,7.388,6.933,6.272,6.084,5.824,5.967,15_scenario_5,road1,dto,rain_night,greedy
15_scenario_6|road1|dto|rain_night|greedy,6.173,7.664,5.364,7.096,7.216,8.044,15_scenario_6,road1,dto,rain_night,greedy
15_scenario_7|road1|dto|rain_night|greedy,8.168,8.542,8.827,8.537,6.983,5.76,15_scenario_7,road1,dto,rain_night,greedy
15_scenario_8|road1|dto|rain_night|greedy,6.453,5.593,5.76,7.7,7.967,8.287,15_scenario_8,road1,dto,rain_night,greedy
15_scenario_9|road1|dto|rain_night|greedy,9.521,9.763,7.797,8.298,9.192,8.057,15_scenario_9,road1,dto,rain_night,greedy
16_scenario_0|road1|dto|rain_night|greedy,0.25,1.293,3.582,5.057,6.3,7.79,16_scenario_0,road1,dto,rain_night,greedy
16_scenario_1|road1|dto|rain_night|greedy,8.143,8.367,8.807,8.969,9.118,9.227,16_scenario_1,road1,dto,rain_night,greedy
16_scenario_10|road1|dto|rain_night|greedy,6.165,5.163,4.059,3.364,2.791,3.774,16_scenario_10,road1,dto,rain_night,greedy
16_scenario_11|road1|dto|rain_night|greedy,5.474,6.795,6.943,7.374,7.49,6.476,16_scenario_11,road1,dto,rain_night,greedy
16_scenario_12|road1|dto|rain_night|greedy,6.371,5.606,4.657,3.593,5.057,4.854,16_scenario_12,road1,dto,rain_night,greedy
16_scenario_13|road1|dto|rain_night|greedy,4.218,3.686,3.389,3.199,3.171,2.985,16_scenario_13,road1,dto,rain_night,greedy
16_scenario_14|road1|dto|rain_night|greedy,2.668,2.28,2.061,2.111,1.96,1.879,16_scenario_14,road1,dto,rain_night,greedy
16_scenario_15|road1|dto|rain_night|greedy,1.777,1.5,1.27,1.409,1.924,1.496,16_scenario_15,road1,dto,rain_night,greedy
16_scenario_16|road1|dto|rain_night|greedy,1.146,0.88,0.001,0.014,1.716,1.387,16_scenario_16,road1,dto,rain_night,greedy
16_scenario_2|road1|dto|rain_night|greedy,9.489,9.742,7.993,6.367,5.004,3.731,16_scenario_2,road1,dto,rain_night,greedy
16_scenario_3|road1|dto|rain_night|greedy,3.412,4.703,5.929,6.205,6.343,6.131,16_scenario_3,road1,dto,rain_night,greedy
16_scenario_4|road1|dto|rain_night|greedy,6.086,6.811,6.448,5.7,3.835,5.335,16_scenario_4,road1,dto,rain_night,greedy
16_scenario_5|road1|dto|rain_night|greedy,6.68,7.082,5.344,4.116,5.61,4.327,16_scenario_5,road1,dto,rain_night,greedy
16_scenario_6|road1|dto|rain_night|greedy,4.562,6.442,8.285,9.562,9.77,9.982,16_scenario_6,road1,dto,rain_night,greedy
16_scenario_7|road1|dto|rain_night|greedy,7.359,6.332,4.946,5.164,6.793,7.057,16_scenario_7,road1,dto,rain_night,greedy
16_scenario_8|road1|dto|rain_night|greedy,8.058,8.232,6.708,5.465,4.409,3.39,16_scenario_8,road1,dto,rain_night,greedy
16_scenario_9|road1|dto|rain_night|greedy,2.335,1.342,3.573,5.128,6.553,7.75,16_scenario_9,road1,dto,rain_night,greedy
17_scenario_0|road1|dto|rain_night|greedy,0.25,0.082,1.906,3.817,5.61,6.982,17_scenario_0,road1,dto,rain_night,greedy
17_scenario_1|road1|dto|rain_night|greedy,8.25,8.391,8.785,8.888,9.041,9.141,17_scenario_1,road1,dto,rain_night,greedy
17_scenario_10|road1|dto|rain_night|greedy,5.95,4.978,4.646,4.447,4.193,3.866,17_scenario_10,road1,dto,rain_night,greedy
17_scenario_11|road1|dto|rain_night|greedy,3.715,2.735,2.484,2.273,2.118,1.921,17_scenario_11,road1,dto,rain_night,greedy
17_scenario_12|road1|dto|rain_night|greedy,2.41,1.662,1.445,1.675,1.453,1.239,17_scenario_12,road1,dto,rain_night,greedy
